Resident_ID,First_Name,Last_Name,DoB,Income,Gender,Tax,University_University_ID,Complaints_Complaint_ID,Public_Service_Public_Service_ID,Event_Event_ID
R1301,Miriam,Synan,1985-06-30,27870324.0,M,4180548.6,23,,1531.0,100270.0
R1302,Dorelle,McKeating,1984-11-24,81541976.0,O,12231296.4,30,100000115.0,1415.0,100105.0
R1303,Lorrayne,Eskrick,1990-02-05,78356049.0,M,11753407.35,13,,1243.0,100312.0
R1304,Berk,McAleese,2001-07-20,93333370.0,F,14000005.5,12,100000158.0,1436.0,100605.0
R1305,Radcliffe,Lambersen,2013-07-04,,M,,18,,1361.0,100259.0
R1306,Katusha,Nevill,1989-08-15,11322602.0,O,1698390.3,15,,1224.0,100089.0
R1307,Bibby,Herries,1990-10-10,15728963.0,O,2359344.45,23,,1623.0,100142.0
R1308,Brigitta,Fluck,2005-11-10,25415368.0,M,3812305.2,29,100000150.0,1383.0,100427.0
R1309,Tadio,McBoyle,2008-07-28,97046581.0,M,14556987.15,26,,1310.0,100524.0
R1310,Ophelie,Sandiland,2009-05-14,,O,,26,100000610.0,1351.0,100303.0
R1311,Corabel,Klaaassen,2014-01-07,,F,,14,,1493.0,100103.0
R1312,Heloise,Sexcey,2005-12-10,12350440.0,F,1852566.0,29,,1462.0,100667.0
R1313,Kaylil,Gerge,2024-10-10,,M,,11,,1653.0,100694.0
R1314,Jock,Boness,2014-08-10,,F,,22,100000420.0,1378.0,
R1315,Brynne,Weatherall,2003-07-29,33583783.0,O,5037567.45,28,100000115.0,1062.0,100046.0
R1316,Rudie,Howman,2015-12-23,,O,,28,100000731.0,,100205.0
R1317,Kirstin,Tideswell,1983-05-19,42670875.0,F,6400631.25,19,100000505.0,1731.0,100425.0
R1318,Hilary,Pirrey,2023-11-09,,M,,27,100000456.0,1467.0,100065.0
R1319,Ruy,Edel,2014-05-20,,O,,13,,1006.0,100011.0
R1320,Ezra,Pauley,1987-05-04,89300562.0,F,13395084.3,17,100000251.0,1296.0,100567.0
R1321,Marie-ann,O Kelly,2012-12-14,,O,,12,,1142.0,100339.0
R1322,Valeria,Babb,2015-04-05,,O,,19,,1179.0,100726.0
R1323,Haven,Ladbrooke,2018-09-19,,O,,12,100000550.0,1145.0,100056.0
R1324,Erie,Tasker,2023-06-02,,O,,22,100000084.0,1504.0,100310.0
R1325,Orton,Guiducci,2020-01-01,,F,,29,100000427.0,1048.0,100271.0
R1326,Minda,Braune,1999-03-26,92087958.0,F,13813193.7,24,100000016.0,1363.0,100661.0
R1327,Nikos,Gaspero,2020-10-17,,M,,17,100000325.0,1718.0,100243.0
R1328,Cristian,Harrad,1987-03-04,70650326.0,O,10597548.9,25,,1145.0,100731.0
R1329,Felicdad,Mace,2006-01-07,1590980.0,M,238647.0,30,,1647.0,100731.0
R1330,Chadwick,Murkitt,2002-11-30,34110767.0,O,5116615.05,28,100000290.0,1165.0,100566.0
R1331,Al,Ivanchov,2004-08-10,2481315.0,F,372197.25,25,,1571.0,100321.0
R1332,Lennard,Savory,2024-05-05,,M,,28,100000332.0,1582.0,100371.0
R1333,Almeta,Dorkin,1997-10-21,52404554.0,F,7860683.1,12,,1219.0,100248.0
R1334,Dillie,Yarr,2022-02-20,,F,,27,,1659.0,100179.0
R1335,Odella,Rawsthorne,2012-06-21,,O,,12,,1349.0,
R1336,Tilda,Kubasiewicz,1981-03-10,19878514.0,O,2981777.1,19,100000121.0,1527.0,100617.0
R1337,Ruddie,Philipot,1980-01-18,58163473.0,M,8724520.95,15,,1341.0,
R1338,Madel,Freeborn,1987-04-29,75883137.0,F,11382470.55,17,,1070.0,100274.0
R1339,Hardy,Cadany,2019-07-07,,M,,20,100000581.0,,100533.0
R1340,Heidie,Munn,1989-04-12,32430747.0,O,4864612.05,27,100000697.0,1699.0,100300.0
R1341,Suzie,Dowdney,1991-05-30,22289243.0,O,3343386.45,18,100000480.0,1456.0,100250.0
R1342,Loren,Clemencon,2018-05-01,,F,,22,,1298.0,
R1343,Ignazio,Beavan,1990-03-06,70593551.0,F,10589032.65,12,100000281.0,1485.0,
R1344,Clerc,Karpov,2020-12-04,,F,,19,100000354.0,1288.0,100011.0
R1345,Laurice,Hanner,2006-10-27,331605.0,M,49740.75,21,100000185.0,1218.0,100711.0
R1346,Barbaraanne,Gayler,1988-08-05,99252309.0,,14887846.35,21,,1496.0,100246.0
R1347,Donnell,Pardue,2013-07-25,,M,,11,100000510.0,1239.0,100528.0
R1348,Shanda,Sergean,2006-09-29,75155375.0,M,11273306.25,17,100000149.0,1199.0,
R1349,Janet,Crebbin,1991-03-08,12291333.0,O,1843699.95,11,100000168.0,1603.0,100537.0
R1350,Omero,Lorenc,2002-02-17,99071429.0,O,14860714.35,18,100000046.0,1253.0,100379.0
R1351,Isidro,Mephan,2019-03-12,,O,,30,100000011.0,1232.0,100615.0
R1352,Freemon,Gunda,1977-05-27,67155463.0,M,10073319.45,19,100000716.0,1356.0,100348.0
R1353,Fedora,Bleesing,2002-05-23,56254075.0,M,8438111.25,13,100000087.0,,
R1354,Francis,Chart,2013-10-31,,M,,20,100000154.0,,100149.0
R1355,Terrie,Giamuzzo,1991-12-26,94687481.0,M,14203122.15,24,100000633.0,,
R1356,Grace,Denerley,1988-04-23,48439669.0,O,7265950.35,19,100000087.0,1587.0,100560.0
R1357,Neill,Siddon,2024-05-16,,,,12,,1494.0,100682.0
R1358,Dunn,Garmons,1998-05-21,94251216.0,F,14137682.4,11,100000218.0,1681.0,
R1359,Ertha,Noden,2014-10-10,,M,,28,100000043.0,1525.0,100596.0
R1360,Allsun,Saing,1986-05-29,67361474.0,F,10104221.1,16,100000306.0,1567.0,
R1361,Carole,Clothier,1979-01-30,71157178.0,F,10673576.7,24,,1301.0,100089.0
R1362,Humfried,Iiannoni,2001-01-13,87385506.0,M,13107825.9,18,100000257.0,,100592.0
R1363,Elli,Comiam,2022-07-17,,M,,16,100000499.0,1183.0,100080.0
R1364,Darnall,Pile,1998-12-18,94613252.0,O,14191987.8,13,100000622.0,,100589.0
R1365,Juditha,Bakesef,1999-08-19,28170374.0,F,4225556.1,22,100000080.0,1297.0,100674.0
R1366,Barrie,McCorley,1995-05-19,16139341.0,O,2420901.15,13,,1528.0,100341.0
R1367,Helaina,Feldberg,2016-08-21,,M,,18,100000207.0,1324.0,100586.0
R1368,Christophorus,Troyes,1996-07-29,41806247.0,F,6270937.05,19,100000271.0,1204.0,100729.0
R1369,Desiri,Dabling,1987-04-16,49117933.0,O,7367689.95,14,100000116.0,1375.0,100356.0
R1370,Rogerio,Folcarelli,2005-11-05,57685637.0,O,8652845.55,11,100000317.0,1107.0,100279.0
R1371,Colby,Labba,2008-04-27,32853055.0,F,4927958.25,30,100000480.0,1702.0,100064.0
R1372,Artair,Blockwell,2006-06-27,21016376.0,F,3152456.4,22,100000656.0,1050.0,100048.0
R1373,Chrissie,Whebell,1978-08-23,65222708.0,O,9783406.2,13,,1510.0,100655.0
R1374,Paulita,Peto,1984-01-22,14484458.0,M,2172668.7,14,100000716.0,1013.0,100097.0
R1375,Jessie,Spieck,2022-06-03,,M,,24,100000055.0,1411.0,100172.0
R1376,Carolyn,Tainton,2014-08-07,,M,,11,100000089.0,1395.0,100102.0
R1377,Sharla,Pailin,2006-04-07,99850276.0,O,14977541.4,21,,1502.0,100603.0
R1378,Teresita,Burle,2011-06-05,,M,,22,100000167.0,1006.0,100033.0
R1379,Klarika,Corkell,1983-07-14,64754782.0,M,9713217.3,29,100000552.0,1196.0,100051.0
R1380,Berkeley,Boldt,1981-04-20,27200566.0,O,4080084.9,25,100000241.0,1368.0,100235.0
R1381,Gabriel,Wedon,2004-08-24,93796061.0,M,14069409.15,13,100000114.0,1198.0,100632.0
R1382,Robbin,Handrik,2003-03-16,18035214.0,F,2705282.1,24,100000136.0,1522.0,100411.0
R1383,Liv,Dallimore,1975-10-10,1265409.0,F,189811.35,19,100000251.0,1088.0,100514.0
R1384,Editha,Bacchus,2018-06-12,,M,,11,,1652.0,
R1385,Rickey,Lacroux,1989-06-20,54966078.0,F,8244911.7,25,100000502.0,1618.0,100110.0
R1386,Ines,Cassells,2002-08-05,79884080.0,M,11982612.0,19,100000208.0,1348.0,
R1387,Stillmann,Croxton,2006-04-08,65362967.0,O,9804445.05,30,100000447.0,1130.0,100086.0
R1388,Hewet,Lyness,1984-12-12,45544596.0,F,6831689.4,22,,,100256.0
R1389,Ced,Fulks,1986-07-02,7700642.0,O,1155096.3,22,100000640.0,,100516.0
R1390,Dino,Gooderidge,1982-06-10,34132890.0,F,5119933.5,28,,1102.0,100074.0
R1391,Cross,Garrioch,1979-12-27,26326668.0,O,3949000.2,19,100000429.0,1180.0,100473.0
R1392,Delmore,Fernely,1980-04-20,69075902.0,F,10361385.3,19,100000179.0,1099.0,100667.0
R1393,Waring,Bastian,1989-09-27,90194327.0,M,13529149.05,18,,1371.0,100412.0
R1394,Janos,Blundel,2020-08-08,,M,,29,100000177.0,1190.0,100115.0
R1395,Farlee,Rosenhaus,1983-06-06,46333772.0,M,6950065.8,26,,1057.0,100616.0
R1396,Matthew,Hackworthy,2008-10-23,62405995.0,O,9360899.25,22,100000556.0,1225.0,100447.0
R1397,Archibald,McGahey,1998-02-15,795166.0,F,119274.9,30,100000069.0,1476.0,100472.0
R1398,Claribel,Mattiello,1977-08-24,22821785.0,O,3423267.75,18,100000488.0,1620.0,100634.0
R1399,Michail,Waliszek,2006-11-01,39964393.0,F,5994658.95,18,,1332.0,100440.0
R1400,Tatiana,Mitchley,1995-06-10,24987959.0,M,3748193.85,29,100000706.0,1366.0,100562.0
R1401,Kylynn,Larver,1977-12-31,5026819.0,F,754022.85,29,100000278.0,1367.0,100260.0
R1402,Egan,Haddrell,1978-02-02,26559573.0,O,3983935.95,20,100000407.0,1654.0,100595.0
R1403,Ram,Coughan,2004-12-22,44349448.0,,6652417.2,29,,1431.0,
R1404,Hasheem,Pogson,2001-12-03,36455885.0,M,5468382.75,21,,1701.0,100070.0
R1405,Derry,Wewell,1987-06-15,55220658.0,O,8283098.7,12,,,100398.0
R1406,Ambrosius,Britner,1993-07-28,32459835.0,O,4868975.25,22,100000703.0,1623.0,100553.0
R1407,Vale,Henrionot,2018-11-25,,F,,21,,1141.0,
R1408,Gusty,O Faherty,1978-09-04,94495422.0,M,14174313.3,20,,,100122.0
R1409,Amelie,Apple,2016-07-21,,O,,12,,1645.0,100269.0
R1410,Casandra,Sorrel,2007-05-13,12059190.0,F,1808878.5,13,100000530.0,1140.0,100692.0
R1411,Erina,Utting,2018-03-29,,M,,17,,1023.0,100638.0
R1412,Gerty,Maddison,2012-01-23,,O,,28,100000548.0,1019.0,100529.0
R1413,Elisha,Elener,2007-08-03,41807606.0,M,6271140.9,11,100000611.0,,100598.0
R1414,Olivia,Chadd,2019-01-31,,F,,15,100000255.0,1728.0,100538.0
R1415,Jacinthe,Weddeburn - Scrimgeour,2021-05-09,,M,,16,,1564.0,100245.0
R1416,Zack,Carlon,1984-01-03,20973553.0,O,3146032.95,22,,,100009.0
R1417,Sada,Guidi,1976-06-21,46909085.0,F,7036362.75,27,,1695.0,100507.0
R1418,Fancy,Betty,2015-05-22,,F,,29,100000357.0,1320.0,
R1419,Lissie,Cattenach,2018-05-11,,O,,17,,1623.0,
R1420,Conn,Towersey,2018-07-19,,O,,22,,,100386.0
R1421,Genvieve,Ewens,1988-12-25,91551924.0,O,13732788.6,23,100000533.0,1276.0,100564.0
R1422,Hasheem,Melody,1992-02-19,9236475.0,O,1385471.25,19,100000244.0,,100109.0
R1423,Jodie,Pottie,1988-08-29,72569547.0,M,10885432.05,20,,1156.0,100071.0
R1424,Pacorro,Fairrie,2011-10-24,,F,,16,100000517.0,,
R1425,Vivienne,Felten,1975-06-07,23745128.0,M,3561769.2,16,,1719.0,100455.0
R1426,Luciana,Onn,1991-09-13,85937723.0,O,12890658.45,12,100000613.0,1545.0,100187.0
R1427,Cahra,Abramsky,1981-02-07,48673397.0,O,7301009.55,17,100000203.0,1271.0,100176.0
R1428,Pace,Illesley,1996-01-21,81037026.0,O,12155553.9,13,,1051.0,100466.0
R1429,Polly,Windress,2023-07-01,,O,,30,100000668.0,1620.0,100473.0
R1430,West,Sandland,1996-01-27,64674949.0,O,9701242.35,15,100000256.0,,100289.0
R1431,Vera,Franciskiewicz,2014-05-15,,M,,24,100000690.0,1722.0,100010.0
R1432,Christian,Grumell,2004-07-28,67286002.0,F,10092900.3,20,,1019.0,
R1433,Gordon,Broughton,1996-06-05,47776144.0,M,7166421.6,22,100000592.0,1222.0,100114.0
R1434,Patten,Linay,2013-12-27,,M,,30,100000210.0,1157.0,100131.0
R1435,Marleah,Mordy,1977-07-05,90440335.0,O,13566050.25,22,100000695.0,1533.0,100073.0
R1436,Nolie,O Brian,2005-11-09,76168220.0,F,11425233.0,24,100000242.0,,
R1437,Shelia,Zavattero,1976-05-04,8895331.0,F,1334299.65,26,100000552.0,1478.0,100584.0
R1438,Pebrook,Izak,1998-10-29,9721950.0,M,1458292.5,26,,1625.0,100146.0
R1439,Langsdon,Nabarro,1993-08-24,91707417.0,F,13756112.55,28,100000631.0,1312.0,100312.0
R1440,Lauritz,Ricket,2021-02-06,,F,,19,100000217.0,1731.0,100587.0
R1441,Frederico,Hissie,1991-02-02,4396131.0,F,659419.65,18,100000694.0,1069.0,100618.0
R1442,Bessy,Konertz,2014-06-19,,O,,16,100000288.0,1388.0,
R1443,Rene,Shieber,1979-08-28,92612226.0,M,13891833.9,22,100000205.0,1330.0,100573.0
R1444,Margareta,Ghidelli,2000-03-25,32473455.0,O,4871018.25,11,100000113.0,1476.0,100478.0
R1445,Gretchen,Robbins,1986-09-08,60089168.0,M,9013375.2,25,100000663.0,1405.0,100390.0
R1446,Mariann,Agastina,1980-11-01,17484530.0,O,2622679.5,26,,1537.0,100207.0
R1447,Quintana,Dyball,1999-12-07,51847528.0,,7777129.2,20,100000266.0,1623.0,100636.0
R1448,Ardis,Haw,2006-01-07,76428420.0,O,11464263.0,21,,1218.0,100125.0
R1449,Brnaba,Ginglell,2003-05-17,99946866.0,M,14992029.9,12,100000608.0,1253.0,100447.0
R1450,Beryle,Santo,2020-09-27,,M,,26,,1278.0,100716.0
R1451,Gerianna,Caldaro,1995-08-25,19131528.0,F,2869729.2,25,100000408.0,1068.0,100245.0
R1452,Laurens,Geane,1987-02-03,24492911.0,F,3673936.65,15,,1653.0,100620.0
R1453,Sam,Curry,2011-06-16,,O,,11,100000410.0,,100615.0
R1454,Blane,Outlaw,1985-09-08,43950711.0,O,6592606.65,12,,1245.0,100498.0
R1455,Nessa,Stife,1982-10-02,12126175.0,O,1818926.25,21,,1266.0,100405.0
R1456,Ana,Bevans,1998-10-27,88021627.0,O,13203244.05,15,100000607.0,1188.0,100257.0
R1457,Burlie,Chick,2020-04-02,,O,,25,100000514.0,1455.0,100714.0
R1458,Vivianna,Power,2016-09-25,,O,,11,100000151.0,1212.0,100118.0
R1459,Maisey,Delafont,1981-08-18,24344702.0,M,3651705.3,18,100000181.0,1268.0,
R1460,Pattie,Muress,1983-06-08,6769364.0,M,1015404.6,26,,1077.0,100437.0
R1461,Reidar,Mea,1993-03-24,30810576.0,F,4621586.4,24,100000097.0,1123.0,100486.0
R1462,Bianca,Crossley,2006-02-07,41165419.0,M,6174812.85,23,100000174.0,1356.0,
R1463,Corie,Selcraig,2023-08-29,,O,,24,,1047.0,100731.0
R1464,Wayland,Everleigh,2015-04-24,,F,,13,100000103.0,1018.0,100117.0
R1465,Angie,Jamrowicz,2021-10-21,,O,,26,100000170.0,1364.0,100252.0
R1466,Nevil,Mixer,1990-09-26,7399995.0,F,1109999.25,19,,1289.0,100009.0
R1467,Theodore,Radbourne,2008-11-15,40320171.0,,6048025.65,12,,1532.0,100641.0
R1468,Klaus,Magarrell,2002-02-09,83537510.0,M,12530626.5,26,100000625.0,1079.0,100435.0
R1469,Josepha,Wissby,1986-10-20,3486261.0,M,522939.15,11,,1132.0,
R1470,Neale,Pietersen,2021-09-22,,F,,24,100000414.0,1640.0,
R1471,Berkie,Berks,1986-04-24,68982521.0,F,10347378.15,26,100000331.0,1661.0,
R1472,Merry,Boyle,1993-11-25,31291089.0,F,4693663.35,17,,1529.0,100593.0
R1473,Kelwin,Gierke,1992-01-05,93940491.0,M,14091073.65,13,100000335.0,1054.0,100494.0
R1474,Garvin,Tampion,1995-07-16,58690365.0,M,8803554.75,18,,1020.0,100610.0
R1475,Lynnet,McArdle,1979-05-28,35621821.0,F,5343273.15,30,,1299.0,100546.0
R1476,Saloma,Theobalds,1994-11-10,65405530.0,O,9810829.5,21,,1137.0,100455.0
R1477,Annetta,Sonley,1989-02-02,73358420.0,M,11003763.0,29,,,100380.0
R1478,Ellis,Todaro,2019-03-18,,M,,19,,1097.0,
R1479,Janifer,Stentiford,1989-08-12,63278982.0,O,9491847.3,23,100000308.0,1458.0,100493.0
R1480,Dev,Van der Krui,2009-03-21,,F,,27,,,
R1481,Kirby,Gerritzen,1991-10-20,34679073.0,F,5201860.95,19,100000661.0,1558.0,
R1482,Olenka,Adran,1979-10-11,7208923.0,O,1081338.45,11,100000253.0,1523.0,100603.0
R1483,Beilul,Scruby,1996-03-21,21553006.0,M,3232950.9,20,100000546.0,1639.0,
R1484,Axel,Laxen,2022-01-04,,F,,20,,1395.0,
R1485,Thurstan,Dorbon,1988-01-02,60237115.0,M,9035567.25,30,,1177.0,
R1486,Ricardo,Mines,1981-03-29,99772814.0,F,14965922.1,16,100000700.0,1520.0,100295.0
R1487,Zorine,Ashfull,2021-08-29,,F,,28,100000586.0,1620.0,100238.0
R1488,Stefan,Margerison,2021-01-10,,F,,24,,1298.0,100433.0
R1489,Happy,McMickan,2011-09-02,,F,,16,100000524.0,1262.0,100642.0
R1490,Betsey,Huxham,1988-10-08,91714851.0,O,13757227.65,12,100000412.0,1217.0,100029.0
R1491,Lacee,Konrad,2019-08-24,,M,,20,,1473.0,
R1492,Elihu,Newiss,2000-02-08,29724586.0,,4458687.9,16,100000683.0,,100211.0
R1493,Aggy,Boule,1994-10-07,62025694.0,O,9303854.1,22,100000492.0,1340.0,100641.0
R1494,Jermayne,Ilive,2019-08-20,,F,,18,100000035.0,1712.0,100560.0
R1495,Ethelbert,Renny,2010-12-25,,O,,22,100000309.0,1028.0,
R1496,Felipa,Najara,2002-10-28,16609869.0,M,2491480.35,27,100000425.0,1128.0,100062.0
R1497,Quintin,Loadman,2002-07-13,8616302.0,O,1292445.3,14,100000127.0,1664.0,
R1498,Hannah,Yakubov,2019-08-06,,F,,26,100000363.0,1532.0,100471.0
R1499,Normie,Denington,2014-07-01,,M,,25,,1324.0,
R1500,Anderea,Orgill,1987-01-01,63928960.0,O,9589344.0,17,100000118.0,1303.0,100340.0
R1501,Danya,Bartels,1998-05-08,75664654.0,M,11349698.1,26,100000384.0,1705.0,100493.0
R1502,Frederick,Sangar,2014-09-27,,F,,18,,1092.0,
R1503,Noell,Prewer,2019-02-25,,O,,23,100000110.0,1168.0,100647.0
R1504,Ameline,Clist,2002-04-08,86775139.0,F,13016270.85,20,100000329.0,1113.0,100428.0
R1505,Jami,Brislane,2000-01-07,53846690.0,M,8077003.5,26,100000384.0,1222.0,100515.0
R1506,Anthea,Belchamber,1986-02-23,18412240.0,F,2761836.0,12,100000586.0,1195.0,100581.0
R1507,Peggy,Ghelardoni,2007-03-31,9870107.0,M,1480516.05,13,,1246.0,100316.0
R1508,Gratiana,Coyne,1980-08-03,39677066.0,O,5951559.9,17,,1023.0,100068.0
R1509,Augustine,Plows,1978-06-13,62809557.0,O,9421433.55,14,,1022.0,100525.0
R1510,Marya,Gritsaev,2011-11-29,,M,,16,100000046.0,,100129.0
R1511,Lanie,Dami,1997-03-23,42809064.0,,6421359.6,12,100000213.0,,100309.0
R1512,Stephana,Sturdey,2022-09-18,,F,,28,100000566.0,1527.0,100206.0
R1513,Perla,Wherry,2013-01-31,,F,,15,,1210.0,100660.0
R1514,Dillie,Atthowe,2006-02-21,39923483.0,O,5988522.45,22,,1199.0,100175.0
R1515,Der,Brigstock,2001-03-02,27276270.0,O,4091440.5,17,100000337.0,1193.0,100091.0
R1516,Abbott,Cremin,2020-05-09,,F,,29,100000656.0,1541.0,100346.0
R1517,Bogey,Flounders,2007-01-06,53925545.0,F,8088831.75,21,100000630.0,1650.0,100145.0
R1518,Gloriane,Biddle,1989-12-19,21014835.0,O,3152225.25,12,100000595.0,1054.0,100660.0
R1519,Khalil,Andras,2011-05-15,,O,,29,100000557.0,1291.0,100387.0
R1520,Franzen,Fanthome,1977-09-08,32963255.0,O,4944488.25,14,,1503.0,100387.0
R1521,Hamel,Blencoe,1983-11-05,30225969.0,O,4533895.35,13,,1195.0,
R1522,Ray,Fysh,2010-10-24,,M,,28,100000176.0,1392.0,100489.0
R1523,Lorene,Brampton,1991-06-08,69489752.0,O,10423462.8,18,100000581.0,1586.0,100566.0
R1524,Andris,Dunning,1999-10-26,61999656.0,F,9299948.4,12,100000260.0,1179.0,
R1525,Ross,Veeler,1975-07-04,55634901.0,M,8345235.15,28,,1041.0,100585.0
R1526,Rheba,McMinn,2003-12-25,94360824.0,F,14154123.6,26,100000043.0,1578.0,100239.0
R1527,Merrili,Readie,1997-04-20,44463240.0,O,6669486.0,24,,1476.0,100690.0
R1528,Viviyan,Pancast,2019-01-14,,F,,24,,1723.0,100141.0
R1529,Trip,Crone,1979-02-17,60790130.0,F,9118519.5,18,,1158.0,
R1530,Esteban,Wilacot,2023-05-23,,M,,14,100000444.0,1081.0,100491.0
R1531,Olympia,Giacovetti,1998-01-18,48452875.0,O,7267931.25,25,,,
R1532,Cherilyn,Marriott,2019-10-28,,F,,14,100000283.0,1408.0,100417.0
R1533,Colan,Pettifer,1998-12-31,64314362.0,F,9647154.3,20,100000384.0,1213.0,100555.0
R1534,Darbee,Pride,1987-09-01,58505560.0,F,8775834.0,24,,1586.0,100121.0
R1535,Aurora,Mell,2022-10-26,,M,,24,,,
R1536,Lizzy,Tutton,1990-08-12,2701452.0,M,405217.8,19,,1592.0,
R1537,Flo,Gyford,1996-04-13,14123958.0,M,2118593.7,12,100000048.0,1171.0,100535.0
R1538,Taffy,Fort,1996-06-16,70574989.0,F,10586248.35,12,100000361.0,1647.0,100554.0
R1539,Jany,Louis,1995-12-24,9444595.0,O,1416689.25,12,100000039.0,1177.0,100633.0
R1540,Maurise,Grubbe,1999-09-08,9053788.0,F,1358068.2,22,100000065.0,1392.0,100628.0
R1541,Carrol,Giovanetti,1985-12-14,54417010.0,M,8162551.5,27,100000074.0,1470.0,100024.0
R1542,Rowen,Dudson,2006-09-15,88361362.0,F,13254204.3,22,100000379.0,1051.0,100571.0
R1543,Shanta,Machen,2007-09-23,86787707.0,F,13018156.05,30,,1060.0,100162.0
R1544,Coralyn,Halbard,2013-03-14,,M,,15,100000599.0,1355.0,100155.0
R1545,Stormi,Kyllford,1987-06-14,31474398.0,F,4721159.7,23,100000549.0,1464.0,100564.0
R1546,Horatius,Gammet,1992-01-15,21528897.0,F,3229334.55,19,100000473.0,1054.0,
R1547,Valentino,Averill,1978-07-28,32364622.0,F,4854693.3,14,100000530.0,1182.0,100643.0
R1548,Aguistin,Wadley,1984-03-24,33029058.0,,4954358.7,26,100000577.0,1487.0,100630.0
R1549,Tricia,Getten,1992-02-22,55165801.0,O,8274870.15,11,100000276.0,1175.0,
R1550,Franny,McInnes,1976-07-12,83942347.0,F,12591352.05,25,100000497.0,1582.0,
R1551,Aurel,de Courcy,2005-09-01,33708805.0,O,5056320.75,18,100000347.0,1242.0,100336.0
R1552,Tobias,Dunmore,2009-09-19,,F,,18,100000506.0,1670.0,
R1553,Shaylynn,Fitzpayn,2011-07-10,,,,28,100000564.0,1717.0,100529.0
R1554,Revkah,Dudbridge,1982-09-20,19732310.0,M,2959846.5,24,100000546.0,1643.0,100019.0
R1555,Carleton,Whichelow,2000-04-29,61649979.0,M,9247496.85,19,,1108.0,100358.0
R1556,Bernette,Jubb,1987-07-03,1820278.0,M,273041.7,21,100000692.0,1489.0,100704.0
R1557,Krishnah,Setterthwait,1992-03-04,90070338.0,M,13510550.7,30,,1690.0,100048.0
R1558,Juliann,Honywill,2000-12-04,14313533.0,M,2147029.95,23,,1052.0,100151.0
R1559,Hersh,Duiguid,2021-01-05,,M,,29,,1041.0,100510.0
R1560,Ricardo,Blamphin,2024-09-21,,O,,23,,1570.0,100087.0
R1561,Sandor,Abdey,1999-01-03,2964481.0,O,444672.15,30,100000493.0,1436.0,100485.0
R1562,Laryssa,Batchelder,1996-08-12,99661173.0,M,14949175.95,14,100000569.0,1418.0,
R1563,Naomi,Nutting,1991-11-27,38481755.0,F,5772263.25,19,,1207.0,100232.0
R1564,Nancie,Berthel,2000-02-22,90609927.0,M,13591489.05,20,,1507.0,100604.0
R1565,Ephrayim,Clymo,1975-03-23,50068461.0,F,7510269.15,11,100000411.0,1426.0,100230.0
R1566,Yanaton,Lazare,2001-02-08,4760062.0,M,714009.3,28,100000140.0,1675.0,
R1567,Leoine,Jemmison,1986-03-05,68905648.0,F,10335847.2,24,,1359.0,100338.0
R1568,Joscelin,Dreinan,2010-09-23,,O,,14,100000477.0,1461.0,100483.0
R1569,Pepito,Mardell,1981-07-27,80007639.0,M,12001145.85,30,100000353.0,1233.0,100070.0
R1570,Martita,Sexten,1977-01-01,37476436.0,M,5621465.4,29,100000252.0,1129.0,100558.0
R1571,Ingra,Mc Comb,2024-03-19,,O,,20,,1361.0,100213.0
R1572,Cecil,Tzarkov,1984-07-16,73547145.0,M,11032071.75,20,100000593.0,1497.0,100640.0
R1573,Retha,Bertwistle,1977-08-04,95160168.0,F,14274025.2,17,100000095.0,1226.0,100220.0
R1574,Verina,Helstrip,2008-01-30,65042999.0,M,9756449.85,13,100000598.0,1135.0,
R1575,Kristina,Surtees,1987-11-04,7173972.0,F,1076095.8,24,,1403.0,100435.0
R1576,Darwin,Davidow,2023-05-07,,F,,23,100000320.0,1319.0,100667.0
R1577,Skippie,Conaghy,1987-02-01,36002224.0,O,5400333.6,12,,1434.0,100322.0
R1578,Homere,D Ambrosi,2020-03-07,,M,,26,100000109.0,1618.0,100028.0
R1579,Gisele,Syseland,2001-01-13,91920683.0,O,13788102.45,11,100000363.0,1547.0,100537.0
R1580,Ettie,Halsall,1977-08-20,75493627.0,M,11324044.05,19,100000429.0,1016.0,100006.0
R1581,Weider,McMakin,2009-10-01,,M,,22,100000279.0,1272.0,100628.0
R1582,Tess,Goldstraw,2006-10-06,82084592.0,,12312688.8,24,,1230.0,
R1583,Lenna,Skures,1979-03-03,57822222.0,M,8673333.3,25,100000232.0,1402.0,100264.0
R1584,Mathilde,Holberry,2012-06-06,,O,,26,100000499.0,1590.0,100560.0
R1585,Sergio,Seiler,2007-07-09,44138846.0,M,6620826.9,13,100000350.0,1190.0,100277.0
R1586,Casey,Barette,2019-03-14,,O,,17,,1522.0,100664.0
R1587,Elfrieda,Richarson,1984-04-13,23608136.0,F,3541220.4,29,,1411.0,100079.0
R1588,Rose,Lumm,2007-10-06,25659979.0,F,3848996.85,27,100000677.0,1675.0,
R1589,Leola,Golsthorp,1987-06-27,86065782.0,O,12909867.3,22,,1484.0,
R1590,Leo,Shales,1987-10-24,10478410.0,O,1571761.5,14,100000402.0,1281.0,100161.0
R1591,Simmonds,Ledeker,2017-10-07,,M,,15,,1368.0,100039.0
R1592,Brewer,Rawsen,2016-01-02,,M,,30,100000303.0,1496.0,100587.0
R1593,Belle,Arnaudot,1987-09-08,94840107.0,F,14226016.05,11,100000258.0,1725.0,100220.0
R1594,Percy,Handrock,1978-01-10,59533248.0,F,8929987.2,14,100000459.0,1545.0,
R1595,Sarina,Kinnie,1994-04-30,14230808.0,F,2134621.2,16,100000344.0,1533.0,
